age,weight,mane_color,health,alpha
18,191.764,Sandy,Great,0
5,203.534,Reddish-Brown,Good,0
23,197.524,Blonde,Poor,0
29,196.59,Blonde with Dark Tips,Good,0
20,223.04,Blonde with Dark Tips,Great,0
11,178.908,Black,Great,0
6,200.239,Sandy,Good,0
23,214.725,Sandy,Great,0
10,215.115,Blonde with Dark Tips,Excelent,0
18,195.042,Blonde,Great,0
30,191.728,Blonde,Excelent,0
2,201.586,Reddish-Brown,Poor,0
27,189.818,Dark Brown,Good,0
25,217.122,Sandy,Great,0
2,186.988,Blonde,Poor,0
14,223.086,Sandy,Great,0
6,215.918,Blonde with Dark Tips,Great,0
17,189.407,Dark Brown,Good,0
12,214.035,Reddish-Brown,Great,1
5,181.73,Reddish-Brown,Poor,0
15,176.014,Blonde with Dark Tips,Great,0
13,221.711,Blonde with Dark Tips,Good,0
19,175.312,Black,Good,0
30,198.179,Blonde,Great,0
19,202.592,Dark Brown,Great,1
13,191.949,Blonde,Good,0
9,180.443,Blonde,Excelent,0
8,203.525,Sandy,Excelent,0
14,221.511,Sandy,Great,0
12,223.875,Sandy,Great,0
22,179.422,Sandy,Great,0
9,175.705,Blonde,Excelent,0
6,201.831,Blonde,Poor,0
8,222.444,Blonde,Excelent,0
27,229.536,Blonde with Dark Tips,Excelent,0
7,216.687,Blonde with Dark Tips,Excelent,0
26,185.396,Blonde,Great,0
9,223.93,Dark Brown,Great,0
17,222.192,Sandy,Great,0
29,207.649,Sandy,Great,0
26,224.483,Sandy,Great,0
21,203.482,Black,Excelent,0
25,215.702,Sandy,Good,0
1,174.257,Reddish-Brown,Great,0
26,198.031,Blonde,Excelent,0
12,182.748,Sandy,Excelent,0
8,224.214,Blonde,Great,0
24,202.62,Black,Good,0
22,180.257,Blonde with Dark Tips,Great,0
9,176.54,Blonde,Good,0
18,222.29,Black,Good,0
4,200.072,Blonde with Dark Tips,Good,0
15,198.636,Blonde,Great,0
25,198.966,Blonde with Dark Tips,Poor,0
2,213.648,Blonde,Excelent,0
28,214.001,Black,Excelent,0
3,172.482,Blonde,Great,0
19,229.983,Blonde,Good,0
2,227.716,Blonde,Great,0
23,223.105,Black,Excelent,0
23,188.32,Black,Good,0
9,196.476,Blonde with Dark Tips,Good,0
1,197.974,Blonde,Good,0
9,208.297,Dark Brown,Excelent,0
3,185.731,Blonde with Dark Tips,Great,0
21,217.345,Blonde with Dark Tips,Good,0
3,215.96,Blonde,Excelent,0
17,195.371,Sandy,Great,0
14,180.212,Blonde,Great,0
6,213.336,Blonde with Dark Tips,Great,0
18,210.31,Black,Good,0
18,196.818,Sandy,Good,0
17,183.524,Blonde with Dark Tips,Excelent,0
13,190.23,Blonde with Dark Tips,Excelent,0
25,219.83,Sandy,Good,0
12,184.849,Blonde,Great,0
24,192.757,Black,Great,0
7,227.051,Reddish-Brown,Great,0
7,189.49,Sandy,Good,0
20,171.15,Sandy,Great,0
4,197.5,Sandy,Great,0
13,210.07,Blonde,Excelent,0
10,194.766,Blonde with Dark Tips,Excelent,0
29,188.626,Dark Brown,Great,0
7,173.561,Reddish-Brown,Good,0
3,217.378,Black,Great,0
7,177.793,Blonde,Excelent,0
23,220.472,Blonde,Poor,0
17,226.463,Reddish-Brown,Excelent,0
18,179.716,Sandy,Excelent,0
30,171.166,Dark Brown,Excelent,0
3,191.672,Reddish-Brown,Excelent,0
17,176.14,Blonde,Great,0
25,192.914,Dark Brown,Good,0
14,199.303,Black,Great,0
9,177.592,Sandy,Good,0
22,218.287,Blonde,Excelent,0
6,193.008,Blonde with Dark Tips,Great,0
18,214.504,Blonde,Great,0
29,223.771,Sandy,Excelent,0
1,226.147,Blonde,Good,0
21,200.271,Blonde,Great,0
2,207.545,Blonde with Dark Tips,Great,0
10,201.153,Black,Good,0
11,226.072,Reddish-Brown,Great,0
7,224.466,Blonde with Dark Tips,Great,0
22,191.084,Dark Brown,Good,0
27,190.646,Blonde with Dark Tips,Great,0
6,176.838,Dark Brown,Great,0
28,212.729,Reddish-Brown,Excelent,0
7,205.257,Dark Brown,Good,0
7,187.387,Blonde,Excelent,0
22,209.119,Blonde,Excelent,0
30,205.808,Sandy,Good,0
29,216.679,Reddish-Brown,Great,0
28,195.64,Reddish-Brown,Excelent,0
19,174.965,Reddish-Brown,Poor,0
5,192.642,Black,Poor,0
14,175.688,Blonde with Dark Tips,Great,0
5,198.863,Sandy,Good,0
26,204.812,Sandy,Good,0
16,207.47,Sandy,Excelent,0
20,193.739,Blonde with Dark Tips,Excelent,0
6,206.694,Blonde,Excelent,0
2,200.834,Sandy,Excelent,0
18,182.406,Blonde,Excelent,0
28,204.546,Dark Brown,Poor,0
30,215.053,Blonde,Great,0
11,185.347,Blonde,Good,0
11,199.306,Blonde with Dark Tips,Great,0
23,227.582,Blonde,Good,0
24,227.766,Dark Brown,Great,0
15,203.18,Sandy,Great,0
16,174.486,Blonde with Dark Tips,Excelent,0
9,177.335,Blonde with Dark Tips,Excelent,0
23,218.004,Sandy,Poor,0
15,175.881,Sandy,Good,0
26,180.22,Reddish-Brown,Great,0
19,180.233,Sandy,Excelent,0
10,175.483,Blonde,Great,0
2,221.218,Blonde,Great,0
27,184.559,Dark Brown,Great,0
10,203.188,Black,Poor,0
7,217.561,Reddish-Brown,Poor,0
22,205.359,Black,Good,0
1,229.517,Reddish-Brown,Good,0
5,225.114,Sandy,Great,0
26,217.217,Reddish-Brown,Good,0
29,200.732,Dark Brown,Poor,0
26,222.841,Black,Poor,0
28,213.525,Reddish-Brown,Great,0
22,185.482,Blonde with Dark Tips,Great,0
16,180.882,Dark Brown,Excelent,0
26,217.893,Sandy,Great,0
28,180.863,Sandy,Great,0
15,173.745,Blonde with Dark Tips,Excelent,0
19,187.414,Blonde with Dark Tips,Poor,0
29,216.048,Sandy,Poor,0
29,186.905,Blonde,Excelent,0
24,211.12,Blonde,Great,0
2,229.061,Blonde,Poor,0
5,217.744,Sandy,Excelent,0
13,227.103,Sandy,Poor,0
29,205.227,Blonde,Great,0
9,191.548,Blonde with Dark Tips,Great,0
20,181.467,Dark Brown,Great,0
10,213.771,Sandy,Great,0
24,208.659,Blonde,Excelent,0
27,193.533,Black,Good,0
21,190.246,Blonde,Poor,0
11,219.73,Sandy,Great,0
15,179.738,Sandy,Excelent,0
18,218.371,Sandy,Great,0
30,215.549,Blonde,Good,0
10,214.109,Sandy,Great,0
30,179.387,Blonde,Good,0
12,211.982,Sandy,Good,0
23,173.616,Sandy,Poor,0
9,172.378,Reddish-Brown,Excelent,0
30,217.188,Black,Great,0
6,205.204,Sandy,Good,0
17,203.237,Blonde with Dark Tips,Excelent,0
27,217.167,Black,Great,0
5,171.171,Blonde,Good,0
20,171.718,Blonde,Poor,0
26,202.697,Blonde,Excelent,0
26,214.357,Dark Brown,Great,0
23,209.744,Blonde with Dark Tips,Great,0
21,178.918,Blonde with Dark Tips,Excelent,0
3,177.014,Dark Brown,Good,0
7,174.516,Blonde with Dark Tips,Great,0
24,170.355,Blonde,Poor,0
29,181.55,Sandy,Great,0
15,204.174,Blonde with Dark Tips,Great,0
15,195.496,Black,Great,0
11,207.953,Dark Brown,Good,0
28,221.474,Blonde,Great,0
18,199.908,Blonde with Dark Tips,Great,0
25,210.033,Blonde,Excelent,0
13,216.367,Blonde,Excelent,0
3,219.424,Blonde,Great,0
21,197.495,Reddish-Brown,Great,0
28,201.416,Black,Great,0
29,218.232,Sandy,Poor,0
4,175.62,Black,Great,0
26,209.871,Black,Great,0
7,226.475,Sandy,Good,0
26,217.168,Blonde,Great,0
23,211.245,Blonde,Great,0
3,199.186,Blonde,Poor,0
4,181.75,Blonde with Dark Tips,Good,0
1,204.822,Sandy,Good,0
24,182.95,Blonde with Dark Tips,Good,0
15,204.199,Blonde,Great,0
7,214.405,Blonde,Poor,0
11,179.449,Sandy,Good,0
26,221.284,Dark Brown,Good,0
5,217.187,Blonde with Dark Tips,Good,0
3,171.603,Blonde with Dark Tips,Good,0
29,180.648,Blonde,Great,0
26,186.51,Sandy,Excelent,0
16,212.643,Blonde,Excelent,0
1,183.294,Blonde,Good,0
24,197.376,Reddish-Brown,Good,0
14,186.356,Reddish-Brown,Great,0
17,220.477,Sandy,Excelent,0
6,225.8,Sandy,Great,0
6,203.444,Blonde,Great,0
10,226.352,Blonde,Excelent,0
2,175.003,Reddish-Brown,Great,0
29,228.852,Black,Excelent,0
16,200.001,Blonde with Dark Tips,Great,0
4,180.413,Blonde,Good,0
21,175.79,Dark Brown,Great,0
18,206.841,Blonde,Excelent,0
16,207.098,Blonde with Dark Tips,Great,0
7,216.464,Reddish-Brown,Good,0
28,228.794,Blonde,Good,0
13,228.971,Black,Great,0
22,226.918,Sandy,Great,0
14,218.709,Blonde with Dark Tips,Poor,0
22,179.439,Blonde,Poor,0
26,217.099,Blonde,Good,0
1,203.83,Blonde,Good,0
15,218.399,Blonde,Great,0
7,219.298,Dark Brown,Excelent,0
22,184.024,Reddish-Brown,Good,0
21,181.771,Blonde,Great,0
28,200.302,Blonde with Dark Tips,Good,0
29,199.603,Blonde with Dark Tips,Poor,0
26,204.783,Reddish-Brown,Good,0
14,181.304,Sandy,Great,0
4,217.138,Blonde,Good,0
24,182.042,Blonde with Dark Tips,Excelent,0
28,192.98,Sandy,Poor,0
14,170.769,Blonde with Dark Tips,Good,0
11,185.615,Reddish-Brown,Good,0
6,207.915,Blonde with Dark Tips,Excelent,0
8,215.468,Reddish-Brown,Good,0
26,177.847,Blonde,Poor,0
22,207.832,Blonde,Poor,0
15,209.523,Sandy,Excelent,0
15,220.311,Sandy,Excelent,0
27,222.716,Sandy,Excelent,0
3,228.381,Blonde,Excelent,0
25,199.594,Sandy,Great,0
6,213.049,Sandy,Excelent,0
19,186.41,Sandy,Poor,0
2,203.122,Blonde,Excelent,0
5,197.212,Sandy,Great,0
14,200.38,Reddish-Brown,Excelent,0
4,215.649,Blonde,Good,0
24,227.693,Dark Brown,Poor,0
16,189.373,Sandy,Great,0
5,212.845,Blonde with Dark Tips,Great,0
13,201.552,Sandy,Great,0
15,206.332,Blonde,Excelent,0
24,194.538,Blonde with Dark Tips,Poor,0
21,194.234,Dark Brown,Great,0
5,205.611,Blonde,Good,0
3,193.763,Blonde,Great,0
6,172.223,Blonde,Good,0
15,215.023,Blonde with Dark Tips,Great,0
20,183.655,Sandy,Good,0
23,180.949,Sandy,Great,0
15,199.966,Blonde with Dark Tips,Excelent,0
17,196.063,Sandy,Good,0
13,215.282,Sandy,Great,0
25,174.752,Sandy,Poor,0
24,204.472,Blonde,Excelent,0
6,183.215,Sandy,Excelent,0
5,193.357,Blonde,Great,0
6,207.511,Blonde,Good,0
7,170.081,Blonde with Dark Tips,Excelent,0
5,185.061,Blonde,Excelent,0
1,207.842,Blonde,Great,0
23,207.153,Reddish-Brown,Good,0
28,179.789,Sandy,Great,0
28,188.938,Blonde,Excelent,0
18,173.806,Sandy,Good,0
29,228.263,Blonde,Excelent,0
20,172.649,Dark Brown,Great,0
20,209.831,Blonde with Dark Tips,Great,0
17,209.223,Dark Brown,Great,0
9,210.846,Blonde with Dark Tips,Excelent,0
21,186.064,Reddish-Brown,Good,0
9,204.929,Blonde,Great,0
2,183.472,Blonde with Dark Tips,Great,0
29,194.151,Dark Brown,Excelent,0
15,218.87,Blonde with Dark Tips,Excelent,0
9,174.879,Blonde with Dark Tips,Great,0
7,180.476,Blonde with Dark Tips,Excelent,0
24,210.499,Sandy,Excelent,0
14,214.145,Blonde,Poor,0
2,218.437,Reddish-Brown,Great,0
27,203.575,Blonde,Excelent,0
20,222.274,Blonde,Great,0
26,224.089,Blonde with Dark Tips,Poor,0
3,214.528,Blonde,Great,0
25,176.77,Blonde with Dark Tips,Great,0
17,214.976,Dark Brown,Great,0
9,182.745,Blonde with Dark Tips,Great,0
14,174.847,Sandy,Excelent,0
18,174.682,Sandy,Great,0
22,219.904,Blonde,Excelent,0
8,174.339,Black,Great,0
23,205.352,Sandy,Great,0
4,208.585,Blonde with Dark Tips,Great,0
9,188.082,Blonde,Great,0
1,193.696,Reddish-Brown,Great,0
20,170.919,Dark Brown,Excelent,0
2,201.375,Blonde with Dark Tips,Excelent,0
17,213.815,Sandy,Excelent,0
11,199.342,Blonde,Excelent,0
14,184.975,Dark Brown,Great,0
10,172.674,Blonde,Great,0
30,205.568,Blonde,Good,0
24,194.233,Blonde,Good,0
7,178.349,Blonde,Great,0
13,222.21,Reddish-Brown,Great,0
6,199.222,Reddish-Brown,Poor,0
13,187.116,Blonde,Good,0
13,192.256,Blonde with Dark Tips,Excelent,0
13,183.925,Blonde,Great,0
21,203.157,Blonde,Great,0
14,227.958,Reddish-Brown,Great,0
30,182.372,Sandy,Poor,0
16,171.926,Blonde,Great,0
6,210.864,Blonde,Good,0
7,225.454,Blonde,Poor,0
3,178.026,Blonde,Good,0
1,214.589,Blonde,Great,0
17,186.413,Dark Brown,Great,0
1,211.806,Blonde,Great,0
24,187.441,Reddish-Brown,Good,0
6,199.617,Reddish-Brown,Good,0
25,178.85,Reddish-Brown,Good,0
22,174.415,Sandy,Excelent,0
10,176.734,Sandy,Good,0
2,199.317,Dark Brown,Good,0
21,199.556,Blonde,Good,0
22,188.464,Black,Good,0
20,185.647,Sandy,Excelent,0
11,225.478,Blonde with Dark Tips,Great,0
11,229.414,Reddish-Brown,Great,0
11,205.853,Blonde,Great,0
4,189.131,Blonde with Dark Tips,Good,0
16,214.464,Blonde with Dark Tips,Great,0
9,220.716,Sandy,Excelent,0
19,197.226,Dark Brown,Great,0
9,226.816,Dark Brown,Poor,0
14,192.053,Blonde,Excelent,0
17,228.592,Sandy,Great,0
25,177.791,Black,Excelent,0
1,174.187,Reddish-Brown,Excelent,0
1,176.857,Blonde,Good,0
19,225.413,Dark Brown,Good,0
30,181.527,Blonde,Good,0
8,191.425,Blonde,Good,0
9,203.86,Black,Great,0
2,214.113,Reddish-Brown,Excelent,0
25,170.919,Blonde,Great,0
24,175.897,Sandy,Great,0
17,204.945,Blonde,Excelent,0
24,182.792,Reddish-Brown,Great,0
23,209.807,Blonde,Excelent,0
6,201.429,Sandy,Poor,0
9,176.246,Reddish-Brown,Good,0
30,203.781,Blonde,Great,0
14,193.957,Blonde,Poor,0
15,218.558,Blonde with Dark Tips,Excelent,0
14,216.444,Reddish-Brown,Excelent,0
22,180.217,Reddish-Brown,Good,0
8,195.289,Sandy,Great,0
27,216.745,Sandy,Poor,0
8,193.941,Black,Poor,0
23,208.623,Blonde,Excelent,0
1,188.98,Blonde with Dark Tips,Excelent,0
3,219.453,Blonde with Dark Tips,Great,0
9,211.824,Blonde,Excelent,0
18,173.255,Dark Brown,Excelent,0
13,202.912,Black,Great,1
4,187.838,Blonde,Good,0
23,188.459,Blonde,Great,0
1,186.735,Black,Great,0
13,221.163,Blonde with Dark Tips,Excelent,0
9,191.753,Blonde with Dark Tips,Great,0
24,229.875,Blonde,Poor,0
9,220.65,Dark Brown,Great,0
5,213.172,Blonde with Dark Tips,Good,0
10,190.855,Dark Brown,Excelent,0
24,213.968,Blonde with Dark Tips,Good,0
10,194.759,Dark Brown,Excelent,0
15,196.295,Black,Excelent,0
6,204.352,Reddish-Brown,Excelent,0
13,201.369,Blonde,Great,0
19,212.684,Blonde,Excelent,0
6,210.428,Reddish-Brown,Great,0
12,181.636,Blonde with Dark Tips,Good,0
1,179.246,Blonde with Dark Tips,Good,0
19,203.889,Reddish-Brown,Great,0
7,178.365,Reddish-Brown,Poor,0
11,197.363,Reddish-Brown,Excelent,0
4,194.499,Dark Brown,Good,0
25,175.12,Blonde with Dark Tips,Good,0
26,204.143,Blonde,Excelent,0
16,172.188,Blonde,Good,0
25,194.572,Sandy,Poor,0
1,222.889,Dark Brown,Excelent,0
6,214.094,Blonde with Dark Tips,Great,0
1,177.864,Black,Excelent,0
24,199.179,Blonde,Great,0
20,185.397,Sandy,Great,0
15,201.046,Blonde with Dark Tips,Poor,0
10,194.575,Blonde with Dark Tips,Good,0
16,209.988,Blonde,Poor,0
19,197.68,Blonde with Dark Tips,Excelent,0
19,177.084,Blonde with Dark Tips,Excelent,0
16,224.255,Black,Great,0
19,217.344,Dark Brown,Great,0
11,173.54,Blonde,Good,0
23,183.4,Blonde,Good,0
4,226.416,Blonde,Excelent,0
17,205.924,Blonde with Dark Tips,Good,0
6,217.511,Sandy,Excelent,0
20,210.28,Blonde with Dark Tips,Excelent,0
14,207.15,Blonde,Good,0
13,181.561,Blonde with Dark Tips,Excelent,0
14,215.907,Sandy,Great,0
18,217.701,Blonde,Poor,0
27,201.77,Blonde with Dark Tips,Excelent,0
5,228.019,Black,Good,0
27,181.958,Black,Great,0
2,174.714,Dark Brown,Good,0
10,192.256,Black,Good,0
8,215.095,Sandy,Great,0
14,178.518,Reddish-Brown,Excelent,0
11,197.765,Black,Excelent,0
25,200.911,Blonde,Great,0
30,188.051,Blonde,Great,0
19,228.368,Blonde,Excelent,0
18,174.828,Blonde with Dark Tips,Excelent,0
26,180.369,Blonde,Good,0
10,198.348,Black,Great,0
15,204.902,Blonde with Dark Tips,Excelent,0
3,219.329,Dark Brown,Great,0
17,215.902,Blonde with Dark Tips,Great,0
8,188.079,Sandy,Excelent,0
2,209.04,Blonde with Dark Tips,Great,0
2,201.525,Blonde with Dark Tips,Great,0
5,209.74,Blonde,Great,0
6,173.015,Blonde,Good,0
1,204.711,Black,Excelent,0
14,201.731,Dark Brown,Poor,0
27,183.309,Sandy,Excelent,0
21,180.009,Dark Brown,Great,0
25,188.458,Black,Great,0
1,196.842,Sandy,Good,0
18,214.659,Sandy,Great,0
16,170.461,Blonde,Great,0
21,195.898,Blonde,Excelent,0
8,188.922,Sandy,Excelent,0
16,228.564,Sandy,Excelent,0
19,211.915,Reddish-Brown,Great,0
11,214.687,Black,Great,1
12,223.435,Blonde with Dark Tips,Poor,0
29,209.433,Blonde,Poor,0
30,190.683,Black,Great,0
17,186.579,Black,Great,0
30,226.66,Sandy,Great,0
27,184.699,Dark Brown,Excelent,0
14,221.783,Dark Brown,Good,0
3,205.735,Blonde,Poor,0
9,193.329,Blonde with Dark Tips,Great,0
4,192.326,Sandy,Great,0
18,177.258,Sandy,Great,0
4,217.129,Blonde,Good,0
10,196.955,Black,Good,0
28,172.276,Sandy,Good,0
8,174.613,Blonde,Good,0
17,189.053,Sandy,Excelent,0
26,205.846,Blonde,Poor,0
19,209.697,Blonde with Dark Tips,Good,0
29,190.982,Blonde with Dark Tips,Great,0
20,200.733,Blonde,Good,0
19,224.075,Dark Brown,Good,0
17,217.648,Sandy,Great,0
9,212.914,Blonde,Great,0
8,186.397,Blonde,Good,0
1,183.999,Blonde,Good,0
24,173.173,Sandy,Good,0
13,228.019,Sandy,Good,0
19,174.3,Black,Excelent,0
14,221.536,Sandy,Good,0
17,214.162,Blonde,Good,0
23,214.371,Black,Good,0
3,200.962,Sandy,Good,0
20,190.182,Sandy,Great,0
16,222.451,Blonde,Great,0
5,175.439,Sandy,Great,0
28,179.218,Blonde,Great,0
16,207.706,Dark Brown,Great,1
13,181.736,Blonde,Great,0
28,208.836,Reddish-Brown,Good,0
28,173.037,Blonde with Dark Tips,Poor,0
12,172.018,Blonde with Dark Tips,Great,0
30,198.875,Dark Brown,Poor,0
21,222.769,Sandy,Great,0
29,183.878,Blonde with Dark Tips,Good,0
19,223.915,Reddish-Brown,Excelent,0
23,182.605,Blonde,Great,0
7,208.742,Dark Brown,Excelent,0
19,209.733,Black,Great,1
9,223.562,Blonde,Excelent,0
6,218.926,Black,Good,0
26,193.459,Sandy,Excelent,0
17,182.851,Sandy,Great,0
8,182.052,Black,Great,0
6,195.12,Blonde,Great,0
4,219.128,Reddish-Brown,Great,0
25,184.999,Blonde,Poor,0
28,227.136,Dark Brown,Excelent,0
5,215.336,Blonde with Dark Tips,Good,0
4,197.607,Blonde,Great,0
12,178.98,Blonde,Great,0
5,195.262,Blonde,Poor,0
14,225.051,Dark Brown,Poor,0
21,214.396,Blonde with Dark Tips,Good,0
23,201.346,Black,Excelent,0
20,226.229,Black,Great,0
19,216.218,Blonde,Poor,0
17,185.881,Dark Brown,Good,0
22,172.673,Sandy,Good,0
8,172.639,Reddish-Brown,Poor,0
27,201.784,Sandy,Great,0
18,170.335,Sandy,Good,0
14,173.016,Blonde,Poor,0
30,181.713,Reddish-Brown,Good,0
13,184.972,Sandy,Good,0
30,192.167,Blonde,Good,0
10,229.781,Dark Brown,Great,0
8,195.603,Sandy,Great,0
26,181.783,Sandy,Great,0
23,200.311,Reddish-Brown,Good,0
11,207.343,Sandy,Poor,0
13,229.531,Blonde with Dark Tips,Great,0
16,222.271,Blonde with Dark Tips,Great,0
4,178.8,Blonde with Dark Tips,Great,0
4,209.592,Sandy,Poor,0
12,172.623,Blonde,Excelent,0
3,206.876,Sandy,Great,0
22,218.165,Blonde,Excelent,0
19,191.18,Sandy,Good,0
18,199.853,Blonde,Good,0
29,217.377,Sandy,Great,0
18,193.997,Blonde,Poor,0
1,215.35,Blonde with Dark Tips,Good,0
2,186.218,Blonde,Good,0
18,225.262,Blonde,Poor,0
28,197.958,Blonde,Great,0
8,192.0,Black,Poor,0
10,198.628,Dark Brown,Great,0
3,217.397,Black,Great,0
12,213.034,Sandy,Great,0
2,196.472,Dark Brown,Excelent,0
23,219.67,Blonde,Poor,0
13,171.274,Blonde,Great,0
21,195.344,Blonde with Dark Tips,Great,0
4,212.367,Blonde,Excelent,0
9,200.174,Sandy,Great,0
14,178.068,Black,Excelent,0
5,189.127,Blonde,Great,0
14,210.418,Sandy,Poor,0
19,199.448,Blonde,Great,0
19,215.534,Dark Brown,Great,1
5,186.951,Sandy,Excelent,0
4,179.083,Blonde with Dark Tips,Good,0
4,203.28,Blonde with Dark Tips,Poor,0
18,184.822,Blonde with Dark Tips,Great,0
24,180.541,Reddish-Brown,Good,0
4,177.06,Sandy,Good,0
25,214.054,Blonde,Poor,0
20,185.585,Dark Brown,Great,0
10,171.167,Dark Brown,Good,0
20,208.053,Sandy,Great,0
23,191.327,Reddish-Brown,Great,0
14,229.218,Sandy,Good,0
2,225.411,Blonde,Poor,0
11,182.271,Blonde with Dark Tips,Great,0
29,194.804,Blonde,Good,0
21,217.197,Sandy,Great,0
10,215.056,Black,Good,0
29,184.978,Blonde with Dark Tips,Excelent,0
27,223.1,Blonde with Dark Tips,Excelent,0
9,201.344,Sandy,Good,0
19,184.951,Reddish-Brown,Good,0
24,212.911,Blonde with Dark Tips,Great,0
2,181.296,Blonde with Dark Tips,Good,0
10,189.767,Blonde,Excelent,0
26,191.357,Blonde,Good,0
18,210.979,Sandy,Excelent,0
7,187.691,Blonde,Great,0
9,214.863,Blonde,Great,0
26,181.56,Blonde,Good,0
18,214.012,Dark Brown,Great,1
25,189.21,Blonde,Excelent,0
5,221.873,Black,Excelent,0
23,200.75,Blonde,Great,0
24,193.828,Blonde with Dark Tips,Excelent,0
19,193.977,Sandy,Great,0
3,175.617,Dark Brown,Great,0
30,184.47,Blonde,Good,0
23,211.964,Sandy,Great,0
15,207.734,Sandy,Good,0
28,176.295,Sandy,Good,0
11,193.011,Dark Brown,Good,0
2,218.071,Blonde with Dark Tips,Great,0
14,222.494,Blonde,Great,0
9,225.524,Blonde with Dark Tips,Poor,0
7,170.482,Blonde,Excelent,0
5,212.672,Blonde,Excelent,0
5,215.448,Blonde,Excelent,0
25,217.39,Blonde,Excelent,0
20,205.757,Sandy,Great,0
9,183.148,Sandy,Excelent,0
1,228.442,Dark Brown,Great,0
14,184.369,Blonde,Excelent,0
28,170.776,Sandy,Great,0
12,190.014,Blonde with Dark Tips,Great,0
26,203.71,Blonde with Dark Tips,Excelent,0
11,223.762,Blonde,Good,0
26,219.15,Reddish-Brown,Good,0
27,220.07,Blonde,Good,0
9,175.568,Blonde with Dark Tips,Excelent,0
8,185.604,Blonde with Dark Tips,Excelent,0
14,204.348,Black,Excelent,0
27,184.579,Sandy,Good,0
29,188.158,Blonde with Dark Tips,Great,0
5,178.277,Dark Brown,Poor,0
24,218.157,Reddish-Brown,Great,0
28,178.756,Sandy,Excelent,0
4,228.785,Dark Brown,Good,0
17,202.909,Blonde,Excelent,0
24,208.496,Blonde,Poor,0
22,215.51,Blonde with Dark Tips,Good,0
24,184.173,Blonde,Excelent,0
23,228.972,Reddish-Brown,Excelent,0
29,193.716,Blonde with Dark Tips,Great,0
9,206.176,Blonde with Dark Tips,Great,0
15,192.757,Dark Brown,Excelent,0
27,221.89,Blonde,Excelent,0
6,186.605,Dark Brown,Great,0
26,180.549,Black,Great,0
13,190.807,Dark Brown,Excelent,0
5,226.911,Blonde with Dark Tips,Great,0
3,186.503,Blonde with Dark Tips,Great,0
17,226.017,Blonde,Poor,0
6,172.145,Blonde with Dark Tips,Great,0
5,179.068,Blonde with Dark Tips,Great,0
6,171.359,Blonde,Good,0
17,196.369,Black,Great,0
